paleta;nome_cor;codigo_hexadecimal;codigo_rgb;codigo_cmyk
"PANTONE";"6097 C";"#4F5297";"79,82,151";"48,46,0,41"
"PANTONE";"6098 C";"#42458A";"66,69,138";"52,50,0,46"
"PANTONE";"6099 C";"#8FA5D1";"143,165,209";"32,21,0,18"
"PANTONE";"6100 C";"#7892C3";"120,146,195";"38,25,0,24"
"PANTONE";"6101 C";"#6581BC";"101,129,188";"46,31,0,26"
"PANTONE";"6102 C";"#5B77B0";"91,119,176";"48,32,0,31"
"PANTONE";"6103 C";"#3F5492";"63,84,146";"57,42,0,43"
"PANTONE";"6104 C";"#213B88";"33,59,136";"76,57,0,47"
"PANTONE";"6105 C";"#273980";"39,57,128";"70,55,0,50"
"PANTONE";"6106 C";"#B4BFCA";"180,191,202";"11,5,0,21"
"PANTONE";"6107 C";"#A4B4C3";"164,180,195";"16,8,0,24"
"PANTONE";"6108 C";"#8FA4B7";"143,164,183";"22,10,0,28"
"PANTONE";"6109 C";"#7790A8";"119,144,168";"29,14,0,34"
"PANTONE";"6110 C";"#7088A1";"112,136,161";"30,16,0,37"
"PANTONE";"6111 C";"#627A97";"98,122,151";"35,19,0,41"
"PANTONE";"6112 C";"#3B5C7B";"59,92,123";"52,25,0,52"
"PANTONE";"6113 C";"#6B8892";"107,136,146";"27,7,0,43"
"PANTONE";"6114 C";"#66808B";"102,128,139";"27,8,0,45"
"PANTONE";"6115 C";"#59747E";"89,116,126";"29,8,0,51"
"PANTONE";"6116 C";"#4B6771";"75,103,113";"34,9,0,56"
"PANTONE";"6117 C";"#45616B";"69,97,107";"36,9,0,58"
"PANTONE";"6118 C";"#32464B";"50,70,75";"33,7,0,71"
"PANTONE";"6119 C";"#2E3C40";"46,60,64";"28,6,0,75"
"PANTONE";"6120 C";"#39A6CE";"57,166,206";"72,19,0,19"
"PANTONE";"6121 C";"#009CC9";"0,156,201";"100,22,0,21"
"PANTONE";"6122 C";"#008BBF";"0,139,191";"100,27,0,25"
"PANTONE";"6123 C";"#0085BB";"0,133,187";"100,29,0,27"
"PANTONE";"6124 C";"#007DB4";"0,125,180";"100,31,0,29"
"PANTONE";"6125 C";"#0074A7";"0,116,167";"100,31,0,35"
"PANTONE";"6126 C";"#005D9A";"0,93,154";"100,40,0,40"
"PANTONE";"6127 C";"#62B3C3";"98,179,195";"50,8,0,24"
"PANTONE";"6128 C";"#35A2B6";"53,162,182";"71,11,0,29"
"PANTONE";"6129 C";"#0093A8";"0,147,168";"100,13,0,34"
"PANTONE";"6130 C";"#00859A";"0,133,154";"100,14,0,40"
"PANTONE";"6131 C";"#007288";"0,114,136";"100,16,0,47"
"PANTONE";"6132 C";"#007A96";"0,122,150";"100,19,0,41"
"PANTONE";"6133 C";"#00667D";"0,102,125";"100,18,0,51"
"PANTONE";"6134 C";"#82CBCA";"130,203,202";"36,0,0,20"
"PANTONE";"6135 C";"#71BAB7";"113,186,183";"39,0,2,27"
"PANTONE";"6136 C";"#4BA7A4";"75,167,164";"55,0,2,35"
"PANTONE";"6137 C";"#359D9B";"53,157,155";"66,0,1,38"
"PANTONE";"6138 C";"#02918F";"2,145,143";"99,0,1,43"
"PANTONE";"6139 C";"#008583";"0,133,131";"100,0,2,48"
"PANTONE";"6140 C";"#007D7A";"0,125,122";"100,0,2,51"
"PANTONE";"6141 C";"#84CEBA";"132,206,186";"36,0,10,19"
"PANTONE";"6142 C";"#63C1A6";"99,193,166";"49,0,14,24"
"PANTONE";"6143 C";"#26B08E";"38,176,142";"78,0,19,31"
"PANTONE";"6144 C";"#00A47D";"0,164,125";"100,0,24,36"
"PANTONE";"6145 C";"#00966B";"0,150,107";"100,0,29,41"
"PANTONE";"6146 C";"#008A5D";"0,138,93";"100,0,33,46"
"PANTONE";"6147 C";"#008151";"0,129,81";"100,0,37,49"
"PANTONE";"6148 C";"#D3E0DE";"211,224,222";"6,0,1,12"
"PANTONE";"6149 C";"#BCD6CE";"188,214,206";"12,0,4,16"
"PANTONE";"6150 C";"#9DC6BC";"157,198,188";"21,0,5,22"
"PANTONE";"6151 C";"#80B8AE";"128,184,174";"30,0,5,28"
"PANTONE";"6152 C";"#63A18D";"99,161,141";"39,0,12,37"
"PANTONE";"6153 C";"#458B73";"69,139,115";"50,0,17,45"
"PANTONE";"6154 C";"#267856";"38,120,86";"68,0,28,53"
"PANTONE";"6155 C";"#71A68E";"113,166,142";"32,0,14,35"
"PANTONE";"6156 C";"#5A967B";"90,150,123";"40,0,18,41"
"PANTONE";"6157 C";"#47896B";"71,137,107";"48,0,22,46"
"PANTONE";"6158 C";"#337F5D";"51,127,93";"60,0,27,50"
"PANTONE";"6159 C";"#167252";"22,114,82";"81,0,28,55"
"PANTONE";"6160 C";"#0D5D3E";"13,93,62";"86,0,33,64"
"PANTONE";"6161 C";"#174C36";"23,76,54";"70,0,29,70"
"PANTONE";"6162 C";"#3AAC74";"58,172,116";"66,0,33,33"
"PANTONE";"6163 C";"#00A268";"0,162,104";"100,0,36,36"
"PANTONE";"6164 C";"#009F61";"0,159,97";"100,0,39,38"
"PANTONE";"6165 C";"#009351";"0,147,81";"100,0,45,42"
"PANTONE";"6166 C";"#008C46";"0,140,70";"100,0,50,45"
"PANTONE";"6167 C";"#007539";"0,117,57";"100,0,51,54"
"PANTONE";"6168 C";"#007741";"0,119,65";"100,0,45,53"
"PANTONE";"6169 C";"#74BB77";"116,187,119";"38,0,36,27"
"PANTONE";"6170 C";"#66B16C";"102,177,108";"42,0,39,31"
"PANTONE";"6171 C";"#5BA75E";"91,167,94";"46,0,44,35"
"PANTONE";"6172 C";"#509656";"80,150,86";"47,0,43,41"
"PANTONE";"6173 C";"#2E883E";"46,136,62";"66,0,54,47"
"PANTONE";"6174 C";"#2B7E3C";"43,126,60";"66,0,52,51"
"PANTONE";"6175 C";"#2F723D";"47,114,61";"59,0,46,55"
"PANTONE";"6176 C";"#9AC09D";"154,192,157";"20,0,18,25"
"PANTONE";"6177 C";"#87B189";"135,177,137";"24,0,23,31"
"PANTONE";"6178 C";"#71A375";"113,163,117";"31,0,28,36"
"PANTONE";"6179 C";"#5B9763";"91,151,99";"40,0,34,41"
"PANTONE";"6180 C";"#498655";"73,134,85";"46,0,37,47"
"PANTONE";"6181 C";"#40814B";"64,129,75";"50,0,42,49"
"PANTONE";"6182 C";"#367540";"54,117,64";"54,0,45,54"
"PANTONE";"6183 C";"#79876D";"121,135,109";"10,0,19,47"
"PANTONE";"6184 C";"#6F8063";"111,128,99";"13,0,23,50"
"PANTONE";"6185 C";"#637154";"99,113,84";"12,0,26,56"
"PANTONE";"6186 C";"#57664A";"87,102,74";"15,0,27,60"
"PANTONE";"6187 C";"#4F5C40";"79,92,64";"14,0,30,64"
"PANTONE";"6188 C";"#435239";"67,82,57";"18,0,30,68"
"PANTONE";"6189 C";"#2D3D31";"45,61,49";"26,0,20,76"
"PANTONE";"6190 C";"#E3EAB0";"227,234,176";"3,0,25,8"
"PANTONE";"6191 C";"#E2E99C";"226,233,156";"3,0,33,9"
"PANTONE";"6192 C";"#D2E06E";"210,224,110";"6,0,51,12"
"PANTONE";"6193 C";"#C6D83B";"198,216,59";"8,0,73,15"
"PANTONE";"6194 C";"#B5C900";"181,201,0";"10,0,100,21"
"PANTONE";"6195 C";"#97B300";"151,179,0";"16,0,100,30"
"PANTONE";"6196 C";"#94AF00";"148,175,0";"15,0,100,31"
"PANTONE";"6197 C";"#D6D9C7";"214,217,199";"1,0,8,15"
"PANTONE";"6198 C";"#C9CCB6";"201,204,182";"1,0,11,20"
"PANTONE";"6199 C";"#BCBFA5";"188,191,165";"2,0,14,25"
"PANTONE";"6200 C";"#B5B598";"181,181,152";"0,0,16,29"
"PANTONE";"6201 C";"#A1A281";"161,162,129";"1,0,20,36"
"PANTONE";"6202 C";"#949772";"148,151,114";"2,0,25,41"
"PANTONE";"6203 C";"#8F9069";"143,144,105";"1,0,27,44"
"PANTONE";"6204 C";"#A7A38A";"167,163,138";"0,2,17,35"
"PANTONE";"6205 C";"#999173";"153,145,115";"0,5,25,40"
"PANTONE";"6206 C";"#8F8669";"143,134,105";"0,6,27,44"
"PANTONE";"6207 C";"#888062";"136,128,98";"0,6,28,47"
"PANTONE";"6208 C";"#786F51";"120,111,81";"0,7,33,53"
"PANTONE";"6209 C";"#6C6445";"108,100,69";"0,7,36,58"
"PANTONE";"6210 C";"#5F583A";"95,88,58";"0,7,39,63"
"PANTONE";"6211 C";"#8D9494";"141,148,148";"5,0,0,42"
"PANTONE";"6212 C";"#7D8483";"125,132,131";"5,0,1,48"
"PANTONE";"6213 C";"#727878";"114,120,120";"5,0,0,53"
"PANTONE";"6214 C";"#6A716F";"106,113,111";"6,0,2,56"
"PANTONE";"6215 C";"#606663";"96,102,99";"6,0,3,60"
"PANTONE";"6216 C";"#50524E";"80,82,78";"2,0,5,68"
"PANTONE";"6217 C";"#464943";"70,73,67";"4,0,8,71"
"PANTONE";"6218 C";"#939FA4";"147,159,164";"10,3,0,36"
"PANTONE";"6219 C";"#839095";"131,144,149";"12,3,0,42"
"PANTONE";"6220 C";"#768387";"118,131,135";"13,3,0,47"
"PANTONE";"6221 C";"#6A787E";"106,120,126";"16,5,0,51"
"PANTONE";"6222 C";"#5F6E73";"95,110,115";"17,4,0,55"
"PANTONE";"6223 C";"#4F5E64";"79,94,100";"21,6,0,61"
"PANTONE";"6224 C";"#46555A";"70,85,90";"22,6,0,65"
"PANTONE";"Yellow PY12 C";"#F6DD00";"246,221,0";"0,10,100,4"
"PANTONE";"Orange 016 C";"#FF5600";"255,86,0";"0,66,100,0"
"PANTONE";"Purple v2 C";"#B041B4";"176,65,180";"2,64,0,29"
"PANTONE";"Violet v2 C";"#3D0386";"61,3,134";"54,98,0,47"
"PANTONE";"Real Purple C";"#C930C1";"201,48,193";"0,76,4,21"
